"","trait","marker","gene_id","molecular_name","gene_name","corrected_spearman_cor"
"1625","rh_max_3mo","V_17664041","WBGene00010297","F59A1.11a",NA,-0.295160933426491
"1626","rh_avg_1yr","V_17661656","WBGene00010296","F59A1.10","dgat-2",-0.295100348772903
"1627","rh_avg_1yr","V_17661924","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1628","rh_avg_1yr","V_17661954","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1629","rh_avg_1yr","V_17662387","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1630","rh_avg_1yr","V_17662412","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1631","rh_avg_1yr","V_17662610","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1632","rh_avg_1yr","V_17663957","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1633","rh_avg_1yr","V_17664041","WBGene00010297","F59A1.11a",NA,-0.295100348772903
"1634","rh_max_3yr","V_17509342","WBGene00005779","K03D7.11","srw-32",-0.295092944680608
"1635","rh_max_3yr","II_1022837","WBGene00018448","F45D11.1",NA,0.295055045852444
"1636","rh_max_1yr","II_2582207","WBGene00005586","F33H12.4","sri-74",0.295044205554099
"1637","wd_var_1yr","V_14109570","WBGene00044201","H39E23.3",NA,-0.295019397689013
"1638","rh_max_3mo","II_3215356","WBGene00022567","ZC239.4",NA,-0.294996382707944
"1639","rh_max_3yr","V_17801490","WBGene00005491","C47A10.9","srh-287",-0.294978466335206
"1640","rh_max_3yr","V_17801585","WBGene00005491","C47A10.9","srh-287",-0.294978466335206
"1641","rh_max_1yr","II_1770689","WBGene00018101","F36H5.2a","math-27",0.294956840366772
"1642","rh_max_3mo","II_3326699","WBGene00021591","Y46D2A.3a",NA,-0.294922761583929
"1643","rh_max_3mo","II_2264426","WBGene00019587","K09F6.4",NA,0.294899265649159
"1644","rh_max_3mo","II_2264481","WBGene00019587","K09F6.4",NA,0.294899265649159
"1645","rh_max_1yr","II_3343226","WBGene00023427","F14D2.15",NA,0.294792210339737
"1646","rh_max_3mo","II_2262550","WBGene00019587","K09F6.4",NA,0.294791211375606
"1647","rh_max_1yr","II_3297429","WBGene00018195","F39E9.2","btb-16",-0.294731927298343
"1648","temp_min_3yr","V_13852810","WBGene00008627","F09F3.5",NA,0.294727521508969
"1649","wd_var_1yr","V_15304962","WBGene00077588","T26H8.5",NA,-0.294715506115357
"1650","wd_var_1yr","V_15305181","WBGene00077588","T26H8.5",NA,-0.294715506115357
"1651","wd_var_1yr","V_15305215","WBGene00077588","T26H8.5",NA,-0.294715506115357
"1652","wd_var_1yr","V_15305506","WBGene00077588","T26H8.5",NA,-0.294715506115357
"1653","wd_var_1yr","V_15305559","WBGene00077588","T26H8.5",NA,-0.294715506115357
"1654","wd_var_1yr","V_15305588","WBGene00077588","T26H8.5",NA,-0.294715506115357
"1655","wd_var_1yr","V_15305916","WBGene00012072","T26H8.4",NA,-0.294715506115357
"1656","rh_max_1yr","II_3388401","WBGene00020292","T06D4.3","nep-19",0.294655666536318
"1657","rh_max_1yr","II_3458985","WBGene00015856","C16C8.19",NA,-0.294636280513566
"1658","rh_max_3mo","V_18180110","WBGene00007850","C31G12.1",NA,-0.294587839338446
"1659","rh_max_3yr","V_17803520","WBGene00005496","Y94A7B.1","srh-292",-0.294580289542892
"1660","rh_max_3yr","V_17803767","WBGene00005496","Y94A7B.1","srh-292",-0.294580289542892
"1661","rh_max_3yr","V_17803804","WBGene00005496","Y94A7B.1","srh-292",-0.294580289542892
"1662","rh_max_3yr","II_905168","WBGene00020304","T07D3.1","fbxa-200",0.294510188264993
"1663","wd_var_1yr","V_14693291","WBGene00006836","C47E8.7","unc-112",-0.294506126691193
"1664","wd_var_1yr","V_14700451","WBGene00008145","C47E8.8a","set-5",-0.294506126691193
"1665","rh_max_3yr","V_15671612","WBGene00077450","K06B4.15",NA,-0.294488798890163
"1666","rh_max_3mo","II_3215353","WBGene00022567","ZC239.4",NA,-0.294428535965484
"1667","rh_max_1yr","V_17561359","WBGene00008014","C38D9.6","fbxa-172",-0.294400751992072
"1668","rh_max_1yr","V_17326943","WBGene00009297","F31E9.4","sdz-16",-0.29427280074091
"1669","rh_max_1yr","V_17327367","WBGene00009297","F31E9.4","sdz-16",-0.29427280074091
"1670","rh_max_3yr","V_15500406","WBGene00007372","C06B8.7",NA,-0.294152436826339
"1671","rh_max_3yr","V_15502231","WBGene00007372","C06B8.7",NA,-0.294152436826339
"1672","rh_max_3yr","V_15506089","WBGene00007372","C06B8.7",NA,-0.294152436826339
"1673","rh_max_1yr","V_17346478","WBGene00009840","F47H4.9","fbxa-189",-0.294104216670315
"1674","rh_max_3yr","V_17801713","WBGene00005491","C47A10.9","srh-287",-0.293969217208475
"1675","rh_max_1yr","V_17240615","WBGene00011844","T19C9.8",NA,-0.29395815868274
"1676","rh_max_1yr","V_17347432","WBGene00009840","F47H4.9","fbxa-189",-0.293929624230849
"1677","rh_max_3yr","II_988255","WBGene00016295","C32B5.1a","fbxc-40",0.293920880911072
"1678","rh_max_1yr","II_2603867","WBGene00005589","D2062.9","sri-77",0.293911898417303
"1679","rh_max_1yr","II_2603870","WBGene00005589","D2062.9","sri-77",0.293911898417303
"1680","rh_max_1yr","II_3405867","WBGene00017553","F18A12.4","nep-8",0.293887432770073
"1681","rh_max_3yr","II_898274","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1682","rh_max_3yr","II_898400","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1683","rh_max_3yr","II_898401","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1684","rh_max_3yr","II_900476","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1685","rh_max_3yr","II_900485","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1686","rh_max_3yr","II_900670","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1687","rh_max_3yr","II_900711","WBGene00020311","T07D3.9a",NA,0.293883032261948
"1688","rh_max_3yr","II_902203","WBGene00020305","T07D3.2",NA,0.293883032261948
"1689","rh_max_3yr","II_902300","WBGene00020305","T07D3.2",NA,0.293883032261948
"1690","rh_max_3yr","II_902337","WBGene00020305","T07D3.2",NA,0.293883032261948
"1691","rh_max_3yr","II_902363","WBGene00020305","T07D3.2",NA,0.293883032261948
"1692","rh_max_3yr","II_902366","WBGene00020305","T07D3.2",NA,0.293883032261948
"1693","rh_max_3yr","II_902451","WBGene00020305","T07D3.2",NA,0.293883032261948
"1694","rh_max_3yr","II_907695","WBGene00019927","R07C3.11","fbxc-24",0.293883032261948
"1695","rh_max_3yr","II_907701","WBGene00019927","R07C3.11","fbxc-24",0.293883032261948
"1696","rh_max_3yr","II_910240","WBGene00019926","R07C3.10","fbxc-27",0.293883032261948
"1697","rh_max_3yr","II_910244","WBGene00019926","R07C3.10","fbxc-27",0.293883032261948
"1698","rh_max_3mo","II_2629090","WBGene00005583","D2062.3","sri-71",0.29382964851981
"1699","rh_max_3yr","II_912040","WBGene00019925","R07C3.9","fbxc-31",0.293636349085318
"1700","rh_max_3yr","V_15904859","WBGene00009417","F35E8.1",NA,-0.293593024418418
"1701","rh_max_3mo","II_3400288","WBGene00017555","F18A12.6","nep-10",-0.293505636986394
"1702","rh_max_3mo","II_3400291","WBGene00017555","F18A12.6","nep-10",-0.293505636986394
"1703","rh_max_3mo","II_3400299","WBGene00017555","F18A12.6","nep-10",-0.293505636986394
"1704","rh_max_3mo","II_3400300","WBGene00017555","F18A12.6","nep-10",-0.293505636986394
"1705","rh_max_3mo","II_2263205","WBGene00019587","K09F6.4",NA,0.293458623436055
"1706","rh_max_3mo","II_2265429","WBGene00019587","K09F6.4",NA,0.293458623436055
"1707","rh_max_3yr","V_15531606","WBGene00219316","F21A3.11",NA,-0.293453575819018
"1708","rh_max_1yr","V_17498583","WBGene00005467","K03D7.4","srh-261",-0.293442048952531
"1709","rh_max_1yr","V_17901767","WBGene00007393","C06H5.2","fbxa-157",-0.293354063273195
"1710","rh_max_1yr","V_18082502","WBGene00013348","Y59A8B.11a","fbxa-106",-0.293354063273195
"1711","rh_avg_1yr","V_17661975","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1712","rh_avg_1yr","V_17661977","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1713","rh_avg_1yr","V_17661981","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1714","rh_avg_1yr","V_17664003","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1715","rh_avg_1yr","V_17664004","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1716","rh_avg_1yr","V_17664014","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1717","rh_avg_1yr","V_17664016","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1718","rh_avg_1yr","V_17664022","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1719","rh_avg_1yr","V_17664023","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1720","rh_avg_1yr","V_17664133","WBGene00010297","F59A1.11a",NA,-0.293279927380066
"1721","rh_max_3yr","V_17663980","WBGene00010297","F59A1.11a",NA,-0.293252704878399
"1722","rh_max_3yr","V_17663981","WBGene00010297","F59A1.11a",NA,-0.293252704878399
"1723","rh_max_3mo","II_3864128","WBGene00016777","C49D10.9","nhr-261",-0.2932318835494
"1724","rh_max_3mo","II_3360977","WBGene00017450","F14D2.1","bath-27",-0.293208256158504
"1725","rh_avg_1yr","V_17871517","WBGene00013339","Y59A8A.2","phf-14",-0.293054008094763
"1726","rh_avg_1yr","V_17871739","WBGene00013339","Y59A8A.2","phf-14",-0.293054008094763
"1727","rh_max_1yr","II_3360601","WBGene00017450","F14D2.1","bath-27",0.293042456659785
"1728","rh_max_1yr","II_2097829","WBGene00020533","T16A1.2",NA,0.293015605804047
"1729","rh_max_1yr","II_2307701","WBGene00015110","B0281.3",NA,-0.292913075117125
"1730","rh_max_3yr","II_475649","WBGene00021073","W07E6.1","nol-1",0.292902657226562
"1731","temp_min_3yr","V_15224735","WBGene00005771","C41G6.7","srw-24",0.292831195266094
"1732","temp_min_3yr","V_15234717","WBGene00008056","C41G6.5","nhr-164",0.292831195266094
"1733","rh_max_3yr","II_865528","WBGene00021578","Y46B2A.3",NA,0.29271143356358
"1734","rh_max_1yr","II_3247773","WBGene00015912","C17F4.5","fbxc-50",-0.292527414834184
"1735","rh_avg_1yr","V_18007295","WBGene00013351","Y59A8B.19a",NA,-0.292514113095047
"1736","rh_max_3yr","V_17808227","WBGene00005495","Y94A7B.3","srh-291",-0.29245415573344
"1737","rh_max_3mo","V_17661975","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1738","rh_max_3mo","V_17661977","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1739","rh_max_3mo","V_17661981","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1740","rh_max_3mo","V_17664003","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1741","rh_max_3mo","V_17664004","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1742","rh_max_3mo","V_17664014","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1743","rh_max_3mo","V_17664016","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1744","rh_max_3mo","V_17664022","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1745","rh_max_3mo","V_17664023","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1746","rh_max_3mo","V_17664133","WBGene00010297","F59A1.11a",NA,-0.292426793607309
"1747","rh_max_1yr","V_17264839","WBGene00010752","K10G4.3",NA,-0.292229326003763
"1748","rh_max_1yr","V_17264841","WBGene00010752","K10G4.3",NA,-0.292229326003763
"1749","rh_max_3mo","V_18456898","WBGene00044215","ZK228.10",NA,0.292227429002139
"1750","rh_max_1yr","II_2343652","WBGene00018383","F43C11.6",NA,-0.292221159341536
"1751","rh_max_3yr","II_1022817","WBGene00018448","F45D11.1",NA,0.292170724126963
"1752","rh_max_3mo","V_17901671","WBGene00007393","C06H5.2","fbxa-157",-0.29198780007377
"1753","rh_max_1yr","II_3662524","WBGene00194713","F19B10.13",NA,0.291957768872534
"1754","rh_max_1yr","II_2262580","WBGene00019587","K09F6.4",NA,-0.291902678608132
"1755","temp_avg_3yr","V_14693291","WBGene00006836","C47E8.7","unc-112",0.291848220787371
"1756","temp_avg_3yr","V_14700451","WBGene00008145","C47E8.8a","set-5",0.291848220787371
"1757","rh_max_1yr","II_3322528","WBGene00021590","Y46D2A.2",NA,-0.291770362817893
"1758","rh_max_1yr","II_3322518","WBGene00021590","Y46D2A.2",NA,-0.291748777695298
"1759","rh_max_3mo","V_18446390","WBGene00013944","ZK228.1",NA,0.291745395976874
"1760","rh_max_1yr","II_2327456","WBGene00022872","ZK1240.8",NA,-0.291620766604671
"1761","rh_max_1yr","II_2327474","WBGene00022872","ZK1240.8",NA,-0.291620766604671
"1762","rh_max_3mo","II_3332811","WBGene00077751","F14D2.17","irld-27",-0.291529465364096
"1763","rh_max_3mo","II_2256423","WBGene00019586","K09F6.3",NA,0.291379276952079
"1764","temp_min_3yr","V_13963186","WBGene00011194","R10D12.13a",NA,0.291315364569752
"1765","temp_min_3yr","V_13979761","WBGene00045401","T26F2.3","eol-1",0.291315364569752
"1766","temp_min_3yr","V_13979762","WBGene00045401","T26F2.3","eol-1",0.291315364569752
"1767","temp_min_3yr","V_13980171","WBGene00045401","T26F2.3","eol-1",0.291315364569752
"1768","temp_min_3yr","V_13980510","WBGene00045401","T26F2.3","eol-1",0.291315364569752
"1769","rh_max_1yr","II_1769176","WBGene00018101","F36H5.2a","math-27",0.291311491913898
"1770","rh_max_3mo","V_18445654","WBGene00013944","ZK228.1",NA,0.291214543223489
"1771","rh_max_1yr","II_1769406","WBGene00018101","F36H5.2a","math-27",0.291176172484125
"1772","rh_max_3yr","I_1048137","WBGene00021332","Y34D9A.7a",NA,-0.29099585307054
"1773","rh_max_3yr","V_17800998","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1774","rh_max_3yr","V_17801232","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1775","rh_max_3yr","V_17801248","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1776","rh_max_3yr","V_17801308","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1777","rh_max_3yr","V_17801521","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1778","rh_max_3yr","V_17801528","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1779","rh_max_3yr","V_17801546","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1780","rh_max_3yr","V_17801851","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1781","rh_max_3yr","V_17801866","WBGene00005491","C47A10.9","srh-287",-0.290988007671976
"1782","rh_max_3yr","V_17805517","WBGene00005495","Y94A7B.3","srh-291",-0.290988007671976
"1783","rh_max_3yr","V_17805654","WBGene00005495","Y94A7B.3","srh-291",-0.290988007671976
"1784","rh_max_3yr","V_17805732","WBGene00005495","Y94A7B.3","srh-291",-0.290988007671976
"1785","rh_max_3yr","V_17805753","WBGene00005495","Y94A7B.3","srh-291",-0.290988007671976
"1786","rh_max_1yr","V_17664141","WBGene00010297","F59A1.11a",NA,-0.290959321502927
"1787","rh_max_1yr","V_17347351","WBGene00009840","F47H4.9","fbxa-189",-0.290910856464687
"1788","rh_max_1yr","V_17347352","WBGene00009840","F47H4.9","fbxa-189",-0.290910856464687
"1789","temp_min_3yr","V_13951765","WBGene00011189","R10D12.8",NA,0.290893219997963
"1790","rh_max_3yr","V_17803687","WBGene00005496","Y94A7B.1","srh-292",-0.290874756632181
"1791","rh_max_1yr","V_17348189","WBGene00004811","F47H4.10","skr-5",-0.290872406742564
"1792","temp_min_3yr","V_13961742","WBGene00011193","R10D12.12","algn-13",0.290860875546504
"1793","rh_max_3mo","II_3205284","WBGene00005562","ZC239.19","sri-50",-0.290851731231687
"1794","rh_max_1yr","V_17261403","WBGene00005794","K10G4.2","srw-47",-0.290813342865706
"1795","rh_max_3yr","II_981808","WBGene00016296","C32B5.3","fbxc-16",0.290799058075355
"1796","rh_max_3yr","II_983421","WBGene00005479","C32B5.2","srh-274",0.290799058075355
"1797","rh_max_1yr","II_2263666","WBGene00019587","K09F6.4",NA,0.290608905479327
"1798","rh_max_1yr","V_18181159","WBGene00007850","C31G12.1",NA,-0.290605353071962
"1799","rh_max_3yr","II_920909","WBGene00019928","R07C3.12","clec-44",0.290588380485716
"1800","rh_max_3yr","II_921395","WBGene00019928","R07C3.12","clec-44",0.290588380485716
"1801","rh_max_3yr","II_921606","WBGene00019928","R07C3.12","clec-44",0.290588380485716
"1802","rh_max_3yr","II_921804","WBGene00019928","R07C3.12","clec-44",0.290588380485716
"1803","rh_max_3mo","II_4306566","WBGene00021796","Y52E8A.3",NA,0.290575353238099
"1804","rh_max_1yr","V_18415128","WBGene00013950","ZK262.3",NA,0.290520285075284
"1805","rh_max_1yr","V_18746646","WBGene00008703","F11D11.8","clec-251",-0.29040404347519
"1806","rh_max_3mo","II_2258001","WBGene00019586","K09F6.3",NA,0.290394027389798
"1807","rh_max_3mo","II_2258002","WBGene00019586","K09F6.3",NA,0.290394027389798
"1808","rh_max_1yr","V_17345796","WBGene00009840","F47H4.9","fbxa-189",-0.290377885781725
"1809","wd_var_1yr","V_14476186","WBGene00008595","F08H9.7","clec-56",-0.290225521647531
"1810","rh_max_3mo","V_17689797","WBGene00010299","F59A1.13",NA,-0.290208497706473
"1811","rh_max_1yr","V_17264723","WBGene00010752","K10G4.3",NA,-0.290207876049999
"1812","rh_max_1yr","II_3333895","WBGene00077751","F14D2.17","irld-27",0.290203131743011
"1813","rh_max_1yr","V_17335061","WBGene00009836","F47H4.4","fbxa-185",-0.290061321120674
"1814","rh_max_1yr","V_17335066","WBGene00009836","F47H4.4","fbxa-185",-0.290061321120674
"1815","rh_max_1yr","V_17335074","WBGene00009836","F47H4.4","fbxa-185",-0.290061321120674
"1816","rh_max_1yr","II_3206219","WBGene00044371","ZC239.20",NA,-0.289959008833144
"1817","rh_max_1yr","II_3660850","WBGene00017586","F19B10.4",NA,0.289953224213286
"1818","rh_max_1yr","II_3661006","WBGene00017586","F19B10.4",NA,0.289953224213286
"1819","rh_max_3yr","V_17760450","WBGene00004003","C47A10.1","pgp-9",-0.289879004826925
"1820","rh_max_1yr","V_18193447","WBGene00008891","F16H6.1","clec-42",-0.289700774479251
"1821","rh_max_1yr","II_2263270","WBGene00019587","K09F6.4",NA,0.289655408640121
"1822","rh_max_1yr","II_2296045","WBGene00019591","K09F6.8","fbxc-25",0.289606779480155
"1823","wd_var_1yr","V_14666317","WBGene00008141","C47E8.1",NA,-0.289527674797249
"1824","rh_max_1yr","II_2028368","WBGene00019139","F59H6.9","bath-1",0.289478596551475
"1825","rh_max_1yr","II_2098136","WBGene00020533","T16A1.2",NA,0.289450111829259
"1826","rh_max_1yr","V_17509342","WBGene00005779","K03D7.11","srw-32",-0.289408639247466
"1827","rh_max_1yr","II_1768953","WBGene00018101","F36H5.2a","math-27",0.289354768117609
"1828","rh_max_1yr","V_17487492","WBGene00010536","K03D7.9",NA,-0.289293699825897
"1829","rh_max_3yr","V_17901764","WBGene00007393","C06H5.2","fbxa-157",-0.28910988500389
"1830","rh_max_3yr","II_1022515","WBGene00018448","F45D11.1",NA,0.288946465587095
"1831","rh_max_3yr","II_1055865","WBGene00019312","K02E7.7",NA,0.288938695887142
"1832","rh_max_3mo","II_2263155","WBGene00019587","K09F6.4",NA,0.288932639017881
"1833","rh_avg_1yr","V_15149677","WBGene00011665","T09F5.1",NA,-0.288925407251592
"1834","rh_max_3yr","V_17803443","WBGene00005496","Y94A7B.1","srh-292",-0.288881440542882
"1835","rh_max_1yr","II_3297810","WBGene00018195","F39E9.2","btb-16",-0.288854170447061
"1836","rh_max_1yr","II_3345690","WBGene00017460","F14D2.12","bath-30",-0.288841118152419
"1837","rh_avg_1yr","V_17664141","WBGene00010297","F59A1.11a",NA,-0.288823840244189
"1838","rh_max_3yr","II_905349","WBGene00020304","T07D3.1","fbxa-200",0.288707031845979
"1839","rh_max_3yr","II_905360","WBGene00020304","T07D3.1","fbxa-200",0.288707031845979
"1840","rh_max_1yr","II_3360454","WBGene00017450","F14D2.1","bath-27",-0.288675134594813
"1841","rh_max_3mo","V_15196000","WBGene00004037","Y75B12B.6","plc-2",-0.288164897537327
"1842","rh_max_3mo","V_18193238","WBGene00008891","F16H6.1","clec-42",-0.288091952504722
"1843","rh_max_3yr","V_15149677","WBGene00011665","T09F5.1",NA,-0.288081019389679
"1844","temp_min_3yr","V_15330744","WBGene00005499","ZK1037.8","srh-295",0.287969883576418
"1845","rh_max_1yr","V_18746594","WBGene00008703","F11D11.8","clec-251",-0.287898863403104
"1846","rh_max_1yr","I_1731008","WBGene00006771","Y71G12B.11a","tln-1",0.287898783196645
"1847","rh_max_1yr","V_17264829","WBGene00010752","K10G4.3",NA,-0.287739561378703
"1848","rh_max_1yr","II_2603643","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1849","rh_max_1yr","II_2603652","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1850","rh_max_1yr","II_2603664","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1851","rh_max_1yr","II_2603709","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1852","rh_max_1yr","II_2603833","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1853","rh_max_1yr","II_2603834","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1854","rh_max_1yr","II_2603839","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1855","rh_max_1yr","II_2603842","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1856","rh_max_1yr","II_2603888","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1857","rh_max_1yr","II_2603917","WBGene00005589","D2062.9","sri-77",0.287700912465998
"1858","rh_max_3mo","II_3334185","WBGene00077751","F14D2.17","irld-27",-0.287655280654373
"1859","rh_max_3mo","II_3334188","WBGene00077751","F14D2.17","irld-27",-0.287655280654373
"1860","rh_max_1yr","V_17667529","WBGene00010298","F59A1.12",NA,-0.287534883596585
"1861","rh_max_3yr","II_905367","WBGene00020304","T07D3.1","fbxa-200",0.287392070185069
"1862","rh_max_3yr","II_914077","WBGene00019924","R07C3.8","fbxc-33",0.287391749263666
"1863","rh_max_1yr","V_17248008","WBGene00013470","Y68A4B.1","clec-243",-0.287369561757011
"1864","rh_max_1yr","V_17248009","WBGene00013470","Y68A4B.1","clec-243",-0.287369561757011
"1865","rh_max_3mo","II_3214462","WBGene00022567","ZC239.4",NA,-0.287238106045408
"1866","rh_max_3mo","II_2263280","WBGene00019587","K09F6.4",NA,0.287228132326901
"1867","wd_var_1yr","V_14534671","WBGene00007049","C53A5.4","tag-191",-0.287224383778433
"1868","rh_max_3yr","II_886765","WBGene00020308","T07D3.5",NA,0.287209348484988
"1869","rh_max_3yr","V_17901767","WBGene00007393","C06H5.2","fbxa-157",-0.287180663026674
"1870","rh_max_1yr","II_2073288","WBGene00017213","F07E5.8",NA,0.287168374054679
"1871","rh_max_3yr","V_17766193","WBGene00005488","C47A10.2","srh-283",-0.287126862911982
"1872","rh_max_3mo","II_3331898","WBGene00077751","F14D2.17","irld-27",0.28712604358445
"1873","rh_max_3mo","II_3331941","WBGene00077751","F14D2.17","irld-27",0.28712604358445
"1874","temp_min_3yr","V_13997948","WBGene00010259","F58E10.1a","ric-7",0.287063806951619
"1875","rh_max_3mo","II_2257989","WBGene00019586","K09F6.3",NA,0.286996903800953
"1876","rh_max_3mo","II_2291522","WBGene00019590","K09F6.7",NA,-0.286996804747214
"1877","rh_max_3mo","V_18433431","WBGene00005829","ZK262.7","srw-82",0.286917753930741
"1878","rh_max_3mo","V_18434029","WBGene00005829","ZK262.7","srw-82",0.286917753930741
"1879","rh_max_3mo","II_6327091","WBGene00004860","C32D5.2","sma-6",-0.286785841757917
"1880","rh_max_3mo","II_2093489","WBGene00020537","T16A1.8","fbxb-37",0.286778389255123
"1881","rh_max_3yr","V_17498583","WBGene00005467","K03D7.4","srh-261",-0.286698817259612
"1882","rh_max_1yr","V_15195313","WBGene00004037","Y75B12B.6","plc-2",-0.286668202463191
"1883","rh_max_1yr","V_13845670","WBGene00006022","F09F3.2","srx-131",-0.286660895155247
"1884","rh_max_1yr","V_13846685","WBGene00006022","F09F3.2","srx-131",-0.286660895155247
"1885","rh_max_1yr","V_13849587","WBGene00006024","F09F3.4","srx-133",-0.286660895155247
"1886","rh_max_1yr","V_13849760","WBGene00006024","F09F3.4","srx-133",-0.286660895155247
"1887","rh_max_1yr","V_13850989","WBGene00008627","F09F3.5",NA,-0.286660895155247
"1888","rh_max_1yr","V_13860338","WBGene00006026","F09F3.11","srx-135",-0.286660895155247
"1889","rh_max_1yr","V_13873749","WBGene00008629","F09F3.9","cpt-5",-0.286660895155247
"1890","rh_max_1yr","V_13899932","WBGene00007361","C06B3.2","oac-3",-0.286660895155247
"1891","rh_max_1yr","V_13901821","WBGene00007361","C06B3.2","oac-3",-0.286660895155247
"1892","rh_max_1yr","V_13907404","WBGene00007363","C06B3.4","stdh-1",-0.286660895155247
"1893","rh_max_1yr","V_13907956","WBGene00007363","C06B3.4","stdh-1",-0.286660895155247
"1894","rh_max_1yr","V_13919429","WBGene00006277","C06B3.10","str-250",-0.286660895155247
"1895","rh_max_1yr","V_13921409","WBGene00005933","C06B3.11","srx-42",-0.286660895155247
"1896","rh_max_1yr","V_13922181","WBGene00005933","C06B3.11","srx-42",-0.286660895155247
"1897","rh_max_1yr","V_13924175","WBGene00044114","C06B3.12","srxa-11",-0.286660895155247
"1898","rh_max_1yr","V_13927976","WBGene00044115","C06B3.13","srxa-12",-0.286660895155247
"1899","rh_max_1yr","V_13931215","WBGene00044116","C06B3.14","srxa-13",-0.286660895155247
"1900","rh_max_1yr","V_13947261","WBGene00011186","R10D12.5","clec-226",-0.286660895155247
"1901","rh_max_1yr","V_13951367","WBGene00011189","R10D12.8",NA,-0.286660895155247
"1902","rh_max_1yr","V_13951837","WBGene00011189","R10D12.8",NA,-0.286660895155247
"1903","rh_max_1yr","V_13957114","WBGene00011191","R10D12.10",NA,-0.286660895155247
"1904","rh_max_1yr","V_13962500","WBGene00011194","R10D12.13a",NA,-0.286660895155247
"1905","rh_max_1yr","V_13990875","WBGene00010259","F58E10.1a","ric-7",-0.286660895155247
"1906","rh_max_1yr","V_14014812","WBGene00001311","F58E10.5","end-3",-0.286660895155247
"1907","rh_max_1yr","V_14025059","WBGene00011623","T08G5.2",NA,-0.286660895155247
"1908","rh_max_1yr","V_14047856","WBGene00011627","T08G5.8",NA,-0.286660895155247
"1909","rh_max_1yr","V_14063433","WBGene00010250","F58D12.3",NA,-0.286660895155247
"1910","rh_max_1yr","V_14104348","WBGene00008396","D1086.9",NA,-0.286660895155247
"1911","rh_max_1yr","V_14118876","WBGene00003916","H39E23.1a","par-1",-0.286660895155247
"1912","rh_max_1yr","V_14131830","WBGene00003916","H39E23.1a","par-1",-0.286660895155247
"1913","rh_max_1yr","V_18042211","WBGene00013343","Y59A8B.6","prp-6",-0.286660895155247
"1914","rh_max_1yr","V_18094108","WBGene00013350","Y59A8B.13a","slr-2",-0.286660895155247
"1915","rh_max_1yr","V_18099589","WBGene00003919","Y59A8B.14a","par-4",-0.286660895155247
"1916","rh_max_1yr","V_18375979","WBGene00013066","Y51A2B.2",NA,-0.286660895155247
"1917","rh_max_1yr","V_18387639","WBGene00013068","Y51A2B.4",NA,-0.286660895155247
"1918","rh_max_1yr","V_18393398","WBGene00013070","Y51A2B.6",NA,-0.286660895155247
"1919","rh_max_1yr","V_18458381","WBGene00013946","ZK228.3",NA,-0.286660895155247
