CHROM	POS	log10p	Variance Explained	Region Start	Region End	Peak Position	Bonferroni Corrected Threshold	Above Bonferroni
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14425175	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14429739	0	NA	NA	NA	NA	5.494	0
II	14429904	0	NA	NA	NA	NA	5.494	0
II	14436439	0.21999	NA	NA	NA	NA	5.494	0
II	14443322	1.937338	NA	NA	NA	NA	5.494	0
II	14444249	0.55018	NA	NA	NA	NA	5.494	0
II	14444257	0	NA	NA	NA	NA	5.494	0
II	14447481	0	NA	NA	NA	NA	5.494	0
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447514	7.484801	0.108487290643725	NA	NA	NA	5.494	1
II	14447563	0	NA	NA	NA	NA	5.494	0
II	14447712	0	NA	NA	NA	NA	5.494	0
II	14447802	0	NA	NA	NA	NA	5.494	0
II	14447852	1.937338	NA	NA	NA	NA	5.494	0
II	14449351	0	NA	NA	NA	NA	5.494	0
II	14449358	1.937338	NA	NA	NA	NA	5.494	0
II	14449412	2.641014	NA	NA	NA	NA	5.494	0
II	14449434	0.246296	NA	NA	NA	NA	5.494	0
II	14449439	1.855424	NA	NA	NA	NA	5.494	0
II	14455954	0	NA	NA	NA	NA	5.494	0
II	14456027	2.02585	NA	NA	NA	NA	5.494	0
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456072	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14456076	0	NA	NA	NA	NA	5.494	0
II	14456096	0	NA	NA	NA	NA	5.494	0
II	14456113	0	NA	NA	NA	NA	5.494	0
II	14460838	0	NA	NA	NA	NA	5.494	0
II	14460971	0	NA	NA	NA	NA	5.494	0
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
II	14460990	14.698477	0.174839383877171	NA	NA	NA	5.494	1
